id,recipe_name,pet_type,age_group,ingredients,ingredient_quantities,preparation_steps,calories,protein,fat,carbohydrates,vitamins,minerals,cook_time,difficulty,health_benefits,health_conditions_supported,source_url
RABBIT_005,Premium Raw Bell Pepper & Cilantro Green Salad Bowl,Rabbit,Baby,"Timothy Hay, Cilantro, Parsley, Mint, Romaine Lettuce, Bell Pepper","214g, 75g, 71g, 34g, 59g, 13g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Cilantro, Parsley, Mint, Romaine Lettuce. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",49,4.5,1.0,21.6,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/rabbit-premium-raw-bell-pepper-and-cilantro-green-salad-bowl
RABBIT_006,Fiber-Rich Apple (no seeds) & Cilantro Hay Topper,Rabbit,Baby,"Alfalfa Hay, Cilantro, Dill, Parsley, Kale, Apple (no seeds)","230g, 52g, 43g, 34g, 31g, 22g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Cilantro, Dill, Parsley, Kale. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",73,9.6,1.4,22.7,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/rabbit-fiber-rich-apple-(no-seeds)-and-cilantro-hay-topper
RABBIT_007,Organic Blueberries & Romaine Lettuce Green Salad Bowl,Rabbit,Adult,"Alfalfa Hay, Romaine Lettuce, Cilantro, Blueberries","177g, 32g, 78g, 23g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Cilantro. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",69,9.3,1.3,22.3,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Digestive Health, High Protein","Digestive Health Support, High Protein Support",https://pawfeed.ai/recipes/rabbit-organic-blueberries-and-romaine-lettuce-green-salad-bowl
RABBIT_008,Organic Bell Pepper & Mint Fresh Salad,Rabbit,Senior,"Timothy Hay, Mint, Parsley, Romaine Lettuce, Dill, Bell Pepper","241g, 44g, 32g, 35g, 50g, 17g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Mint, Parsley, Romaine Lettuce, Dill. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",58,5.2,1.2,26.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Skin & Coat, Weight Management","Skin & Coat Support, Weight Management Support",https://pawfeed.ai/recipes/rabbit-organic-bell-pepper-and-mint-fresh-salad
RABBIT_009,Premium Raw Bell Pepper & Dill Herbal Salad,Rabbit,Adult,"Timothy Hay, Dill, Cilantro, Bell Pepper","268g, 52g, 56g, 24g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Dill, Cilantro. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",57,5.5,1.2,28.5,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Digestive Health, Puppy/Kitten","Digestive Health Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/rabbit-premium-raw-bell-pepper-and-dill-herbal-salad
RABBIT_010,Digestive Friendly Apple (no seeds) & Romaine Lettuce Timothy Crunch,Rabbit,Adult,"Alfalfa Hay, Romaine Lettuce, Mint, Kale, Apple (no seeds)","160g, 57g, 46g, 47g, 11g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Mint, Kale. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",72,8.9,1.3,21.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/rabbit-digestive-friendly-apple-(no-seeds)-and-romaine-lettuce-timothy-crunch
RABBIT_011,Crisp & Garden Fresh Carrots & Kale Herbal Salad,Rabbit,Senior,"Alfalfa Hay, Kale, Cilantro, Mint, Carrots","202g, 49g, 35g, 47g, 22g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Kale, Cilantro, Mint. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",78,9.9,1.4,24.1,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Skin & Coat, Senior Pet","Skin & Coat Support, Senior Pet Support",https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-carrots-and-kale-herbal-salad
RABBIT_012,Crisp & Garden Fresh Carrots & Cilantro Hay Topper,Rabbit,Adult,"Alfalfa Hay, Cilantro, Mint, Parsley, Dill, Carrots","288g, 56g, 57g, 70g, 59g, 13g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Cilantro, Mint, Parsley, Dill. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",73,9.4,1.4,22.3,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-carrots-and-cilantro-hay-topper
RABBIT_013,Crisp & Garden Fresh Blueberries & Kale Green Salad Bowl,Rabbit,Baby,"Timothy Hay, Kale, Romaine Lettuce, Parsley, Blueberries","154g, 69g, 56g, 37g, 12g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Kale, Romaine Lettuce, Parsley. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",52,4.8,1.0,22.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-blueberries-and-kale-green-salad-bowl
RABBIT_014,Premium Raw Blueberries & Dill Timothy Crunch,Rabbit,Baby,"Timothy Hay, Dill, Parsley, Mint, Blueberries","215g, 54g, 30g, 80g, 14g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Dill, Parsley, Mint. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",63,5.3,1.2,26.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Joint Health, High Protein","Joint Health Support, High Protein Support",https://pawfeed.ai/recipes/rabbit-premium-raw-blueberries-and-dill-timothy-crunch
RABBIT_015,Premium Raw Carrots & Parsley Forage Medley,Rabbit,Senior,"Timothy Hay, Parsley, Dill, Carrots","231g, 69g, 43g, 21g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Parsley, Dill. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",59,5.5,1.2,28.0,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/rabbit-premium-raw-carrots-and-parsley-forage-medley
RABBIT_016,Crisp & Garden Fresh Strawberries & Dill Forage Medley,Rabbit,Senior,"Timothy Hay, Dill, Kale, Strawberries","153g, 64g, 78g, 24g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Dill, Kale. | Finely chop the greens and the Strawberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",57,5.2,1.2,23.3,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Joint Health, General Wellness","Joint Health Support, General Wellness Support",https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-strawberries-and-dill-forage-medley
RABBIT_017,Wholesome Apple (no seeds) & Kale Fresh Salad,Rabbit,Baby,"Timothy Hay, Kale, Mint, Dill, Apple (no seeds)","297g, 32g, 54g, 74g, 14g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Kale, Mint, Dill. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",64,5.7,1.3,29.1,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/rabbit-wholesome-apple-(no-seeds)-and-kale-fresh-salad
RABBIT_018,Crisp & Garden Fresh Bell Pepper & Parsley Herbal Salad,Rabbit,Adult,"Timothy Hay, Parsley, Romaine Lettuce, Bell Pepper","217g, 44g, 74g, 21g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Parsley, Romaine Lettuce. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",52,4.9,1.1,26.1,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-bell-pepper-and-parsley-herbal-salad
RABBIT_019,Digestive Friendly Blueberries & Parsley Hay Topper,Rabbit,Adult,"Alfalfa Hay, Parsley, Dill, Kale, Cilantro, Blueberries","178g, 75g, 66g, 51g, 67g, 15g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Parsley, Dill, Kale, Cilantro. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",62,7.7,1.3,17.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"General Wellness, Senior Pet","General Wellness Support, Senior Pet Support",https://pawfeed.ai/recipes/rabbit-digestive-friendly-blueberries-and-parsley-hay-topper
RABBIT_020,Digestive Friendly Bell Pepper & Parsley Hay Topper,Rabbit,Adult,"Timothy Hay, Parsley, Mint, Kale, Bell Pepper","259g, 47g, 66g, 61g, 23g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Parsley, Mint, Kale. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",61,5.5,1.2,26.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/rabbit-digestive-friendly-bell-pepper-and-parsley-hay-topper
RABBIT_021,Fiber-Rich Carrots & Romaine Lettuce Forage Medley,Rabbit,Senior,"Timothy Hay, Romaine Lettuce, Cilantro, Carrots","250g, 38g, 63g, 14g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Cilantro. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",55,5.3,1.2,28.7,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Joint Health, High Protein","Joint Health Support, High Protein Support",https://pawfeed.ai/recipes/rabbit-fiber-rich-carrots-and-romaine-lettuce-forage-medley
RABBIT_022,Crisp & Garden Fresh Strawberries & Mint Timothy Crunch,Rabbit,Baby,"Timothy Hay, Mint, Romaine Lettuce, Cilantro, Strawberries","179g, 33g, 51g, 70g, 21g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Mint, Romaine Lettuce, Cilantro. | Finely chop the greens and the Strawberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",51,4.5,1.0,23.3,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Weight Management, Skin & Coat","Weight Management Support, Skin & Coat Support",https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-strawberries-and-mint-timothy-crunch
RABBIT_023,Organic Carrots & Parsley Herbal Salad,Rabbit,Baby,"Alfalfa Hay, Parsley, Dill, Mint, Romaine Lettuce, Carrots","171g, 65g, 40g, 31g, 72g, 22g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Parsley, Dill, Mint, Romaine Lettuce. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",63,7.8,1.2,18.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Puppy/Kitten, Senior Pet","Puppy/Kitten Support, Senior Pet Support",https://pawfeed.ai/recipes/rabbit-organic-carrots-and-parsley-herbal-salad
RABBIT_024,Fiber-Rich Blueberries & Mint Green Salad Bowl,Rabbit,Senior,"Alfalfa Hay, Mint, Dill, Cilantro, Parsley, Blueberries","260g, 55g, 61g, 70g, 34g, 10g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Mint, Dill, Cilantro, Parsley. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",73,9.3,1.4,22.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"High Protein, Puppy/Kitten","High Protein Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/rabbit-fiber-rich-blueberries-and-mint-green-salad-bowl
RABBIT_025,Fiber-Rich Bell Pepper & Mint Herbal Salad,Rabbit,Adult,"Alfalfa Hay, Mint, Kale, Bell Pepper","300g, 54g, 78g, 24g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Mint, Kale. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",84,11.1,1.6,26.6,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Senior Pet, High Protein","Senior Pet Support, High Protein Support",https://pawfeed.ai/recipes/rabbit-fiber-rich-bell-pepper-and-mint-herbal-salad
RABBIT_026,Fiber-Rich Bell Pepper & Kale Fresh Salad,Rabbit,Senior,"Timothy Hay, Kale, Romaine Lettuce, Dill, Cilantro, Bell Pepper","229g, 38g, 31g, 48g, 76g, 11g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Kale, Romaine Lettuce, Dill, Cilantro. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",52,4.9,1.1,23.7,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/rabbit-fiber-rich-bell-pepper-and-kale-fresh-salad
RABBIT_027,Premium Raw Strawberries & Romaine Lettuce Herbal Salad,Rabbit,Adult,"Timothy Hay, Romaine Lettuce, Cilantro, Mint, Dill, Strawberries","236g, 73g, 59g, 64g, 73g, 11g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Cilantro, Mint, Dill. | Finely chop the greens and the Strawberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",52,4.6,1.1,22.2,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/rabbit-premium-raw-strawberries-and-romaine-lettuce-herbal-salad
RABBIT_028,Fiber-Rich Carrots & Cilantro Forage Medley,Rabbit,Baby,"Timothy Hay, Cilantro, Kale, Romaine Lettuce, Carrots","252g, 37g, 43g, 44g, 16g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Cilantro, Kale, Romaine Lettuce. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",56,5.3,1.2,27.8,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/rabbit-fiber-rich-carrots-and-cilantro-forage-medley
RABBIT_029,Premium Raw Strawberries & Dill Fresh Salad,Rabbit,Senior,"Timothy Hay, Dill, Kale, Strawberries","184g, 50g, 62g, 20g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Dill, Kale. | Finely chop the greens and the Strawberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",59,5.5,1.2,26.6,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Puppy/Kitten, Senior Pet","Puppy/Kitten Support, Senior Pet Support",https://pawfeed.ai/recipes/rabbit-premium-raw-strawberries-and-dill-fresh-salad
